source,target
86109,92305
36953,24204
177633,155312
189821,95099
26377,71618
177310,34690
173200,177291
173200,26038
91312,155146
177310,94276
93788,128232
189821,129035
56720,149333
177633,22100
91271,171923
189821,21849
189821,34205
4820,141702
189821,123912
36953,67763
32043,91475
91312,120614
91312,119426
36812,27528
51852,119494
145577,80040
177633,119494
189821,85450
189821,24966
177449,94025
18939,18891
145577,16814
4820,53739
78631,150013
129914,147297
4820,93681
102581,29181
51852,119387
32043,155407
32043,93291
91312,119380
89323,47620
155085,32038
189821,154712
92044,57106
51852,141702
189821,18931
177037,59091
36953,91116
24509,25239
145577,20271
92549,75922
59278,95056
92549,67271
33885,132701
92799,95271
33885,172240
33885,123802
33885,93323
92799,83293
61087,90855
61087,115615
92799,24195
61087,141702
33885,92563
93745,123734
94276,177310
61087,119494
93745,90703
33885,116303
61087,123912
92549,141702
177107,151731
92549,71333
187256,192171
59278,27543
93745,95270
128021,64805
61087,112946
93745,131705
61087,155312
93745,4756
128021,141702
177107,94177
92780,155448
93745,4786
92549,119494
33885,132594
93745,66580
43358,14857
92799,141702
61087,92381
40630,132882
61087,59066
172667,177006
24062,133170
33885,16642
95129,191915
93745,147010
92549,155312
95129,92504
177107,52400
128021,128328
95129,31897
92799,32038
92549,103725
61087,67695
128021,119494
43358,18923
61087,95213
93745,123746
84933,90560
61087,24040
128021,17297
93745,177029
94818,185248
95129,46075
95129,25837
24062,93612
21369,91974
187256,187254
33885,91605
177107,154264
177107,92249
63083,132842
61087,93512
92549,16599
94818,16669
92799,93409
177107,180340
172667,34696
61087,15712
177107,177025
93745,123725
61087,24195
50401,24053
61087,29022
93745,107020
93745,131701
33885,103758
95129,93428
92549,156523
92549,186578
172667,177017
172667,34697
33885,67746
50401,50402
33885,119494
61087,174318
61087,86932
61087,16867
21369,85190
92549,103708
92799,89627
128021,155312
177107,177109
92799,119494
93745,133970
92799,44559
92780,95313
92799,155312
93745,90562
61087,61078
128021,24066
128021,90913
84933,14332
93745,94869
33885,132706
33885,36733
187256,95002
50401,141702
59278,16678
94276,93872
128021,30866
92799,41049
95129,57270
92799,95401
59278,91980
92549,92175
94276,45726
33885,94098
33885,132700
24062,133908
93745,132882
92549,95098
92549,92367
93745,93748
187256,187282
95129,156768
24062,28344
92549,171914
95129,32430
92799,24040
33885,141839
128021,155407
59278,16656
93745,18230
128021,86495
33885,20234
93745,95595
59809,94025
27521,14823
93745,155498
61087,18127
94818,94998
93745,41461
61087,92752
59278,18973
128021,90532
43358,95258
92549,30866
61087,128328
93745,94113
59278,22100
43358,24840
50401,193994
92549,119405
93745,155501
92549,119420
92799,93512
50401,24040
181577,56404
61087,90913
177107,14677
128021,47620
94276,34689
93745,151777
92549,177153
16138,141702
92549,14885
92799,59066
64248,132701
92549,147297
92799,18891
14322,90560
61087,93388
93745,177291
92799,177029
92549,93406
92799,83352
92549,16656
94276,91704
59278,147297
92799,31864
40630,123734
61087,30866
95129,155272
92549,193571
92549,90913
33885,175006
43358,27528
128021,175167
158434,91116
128021,93659
50401,29780
50401,18891
92549,14225
61087,57169
24062,59893
64248,123802
67849,141702
50401,24195
154727,22100
181577,51872
93745,28526
92799,90913
51873,51872
50401,32037
128021,128319
93745,119494
187256,98117
43358,90489
92549,128328
93745,92802
33885,141843
50401,34747
92799,134854
92799,16100
93745,95043
95086,14886
92549,34440
95086,190653
16138,119494
84933,34204
92799,59177
40630,133970
61087,86934
92549,24040
172667,94592
149938,150013
24062,90532
67849,123912
92799,32222
84933,177153
95129,191976
92799,4461
128021,14842
92549,24066
119391,96398
92799,123912
93745,110095
40630,94105
61087,90642
172667,87187
61087,90695
92799,59152
95129,92061
128021,59213
94276,177402
172667,4840
61087,90627
93745,94107
50401,119494
93745,94110
172667,177020
92549,154708
128021,64812
33885,172239
50401,155312
93745,168312
59809,119494
92549,22100
93745,29749
93745,95271
40630,90703
92549,103733
61087,18891
128021,148965
67849,119494
61087,61088
59809,141702
92549,89613
94276,91709
92549,34513
43190,171903
93745,93718
61087,133752
128021,30746
130128,128232
128021,92117
24062,155312
190638,18946
128021,30032
90913,141702
90913,119494
90913,24195
90913,155312
90913,174318
90913,30866
90913,24040
90913,91116
90913,123912
90913,93512
90913,59066
90913,15712
90913,95271
90913,67846
90913,61078
90913,18891
90913,16815
90913,24066
90913,92175
20934,57270
63147,91140
20934,20920
90913,125377
90913,115615
90913,93659
90913,119405
90913,175167
90913,55685
90913,177153
90913,119383
133170,133752
90913,177014
90913,115349
90913,60372
90913,177296
90913,16702
90913,24221
20233,172240
90913,119449
63147,81759
20941,20920
90913,115310
90913,24197
90913,128328
90913,67695
135701,31902
90913,115432
90913,47620
63147,177029
90913,119420
90913,133022
90913,92382
90913,133752
90913,190957
63147,177030
63147,3859
90913,46782
90913,144466
90913,119457
133170,93612
90913,120614
90913,78004
90913,91119
90913,91123
90913,187065
90913,24204
90913,90855
90913,24203
90913,26448
133170,28344
90913,15741
90913,77363
143865,95271
20934,155272
90913,24196
20934,20930
20233,116303
90913,115704
90913,119458
133170,95271
20233,20234
90913,177028
135701,3859
90913,60366
90913,24053
90913,119409
90913,16858
133170,133908
90913,16878
20934,95255
90913,24200
63147,177291
90913,24211
133170,24040
90913,93409
90913,70040
133170,177267
133508,133752
20934,155312
90913,68299
63147,177288
90913,14843
90913,59146
90913,179738
133170,90532
143865,177029
90913,24206
20934,12881
90913,51324
90913,16823
90913,27525
90913,119380
90913,119436
63147,95271
90913,30697
20934,119494
90913,24630
133170,119494
90913,95213
90913,91120
90913,43204
90913,92948
152676,16704
195071,18230
152676,19292
90913,119426
90913,25677
90913,112946
90913,30746
90913,166411
20934,57225
90913,24209
90913,42911
63147,115709
16017,78069
133170,141702
90913,14839
90913,55615
90913,75922
90913,23841
90913,32038
90913,46763
90913,85725
20934,57084
133508,141702
90913,119396
185527,24195
90913,90902
90913,29780
90913,16852
90913,16875
90913,112480
90913,96398
90913,24060
90913,24210
135701,81759
133508,179738
90913,92384
63147,31902
90913,93149
90913,67271
90913,80660
90913,144548
90913,61077
133170,18891
90913,4667
20233,172237
133170,132986
90913,185734
90913,177033
90913,119446
90913,46784
90913,25746
90913,183942
90913,92571
90913,177261
90913,27049
20934,20967
90913,16867
135701,91398
90913,187075
90913,94759
185527,119494
133170,75778
90913,90991
90913,64805
90913,119434
90913,119384
90913,61087
90913,25107
90913,177029
90913,128329
29967,47561
90913,102831
115322,141702
90913,171918
135701,86632
90913,67866
90913,27469
133170,155312
90913,24214
90913,31017
90913,93534
133170,95405
81246,141702
185527,141702
63147,81760
90913,30981
135701,31897
133170,15712
90913,177291
90913,29120
133170,13454
90913,119422
133170,171335
90913,16868
90913,30696
90913,144547
90913,177267
90913,155407
90913,115849
63147,81756
90913,119427
90913,93692
145361,94316
133170,95395
90913,17297
20934,177287
90913,59186
20934,32430
135701,113707
90913,194138
90913,128321
16017,61898
133170,24195
90913,155140
20941,20934
90913,30666
90913,115817
185527,59066
90913,16822
16017,25107
90913,144403
90913,68225
63147,94096
90913,119452
90913,10
90913,91475
143865,93212
133170,92171
195071,90703
133170,4667
90913,187196
182456,14857
90913,32037
90913,75778
133170,32194
90913,183938
90913,28977
185527,155312
133170,179738
90913,27491
63147,177359
152676,152840
133170,59066
90913,115518
91188,93993
143865,24195
135701,173200
63147,81757
90913,16617
90913,115861
90913,28976
135701,86192
90913,92692
20941,57270
90913,119441
185527,24040
133508,92171
133508,155312
20934,141702
133508,119380
59121,39623
89594,95272
90913,120827
135701,95270
20934,90477
90913,4461
90913,44497
90913,94055
135701,6204
90913,19292
90913,92381
143865,105125
135701,65760
62407,177107
115322,123912
115322,119494
90913,128325
20941,12881
90913,47638
90913,119448
90913,43251
63147,104950
20941,94354
20934,20941
73902,94025
43265,177017
90913,24202
90913,146872
90913,14867
90913,59213
90913,156505
90913,95395
182456,18923
133508,119494
90913,30767
90913,42180
133170,194017
90913,119445
90913,85450
61397,22100
16017,150302
182302,104950
133170,28983
143893,14821
90913,68199
20934,15741
190103,95056
152676,90183
90913,16818
20934,171043
152676,161503
133170,194401
90913,24223
133170,15741
90913,91973
74287,90352
90913,34363
16017,85593
81246,119494
90913,30032
182302,48276
90913,24207
90913,14846
90913,32217
90913,54080
90913,132043
90913,60391
135701,86467
135701,94046
63147,183549
90913,94279
135701,90562
90913,30769
94909,86192
90913,14840
90913,176683
90913,30933
90913,177288
90913,44477
90913,34201
20934,12885
135701,98117
150566,109075
90913,120799
90913,90704
20934,56848
20233,172239
63147,173200
90913,171925
90913,187109
90913,88888
90913,187184
185527,18891
115322,155312
90913,29590
81246,155312
177014,141702
90913,120228
90913,23246
135701,129322
185527,15712
185527,90913
90913,16872
133508,123912
90913,93425
90913,21785
16017,90601
90913,24212
63147,55890
29967,47620
90913,89720
91188,177017
135701,86504
90913,176999
53502,79276
20934,81720
20941,146558
135701,119494
20934,146558
133170,95688
20233,119494
133508,182832
133170,61078
90913,14842
90913,46791
133170,16882
20934,20919
90913,24104
90913,131444
90913,68161
63147,23244
61231,155858
90913,16100
115330,141702
63147,93523
90913,109859
90913,23245
143865,141702
20941,155312
63147,32038
90913,128419
90913,32262
133170,121628
185527,24066
182456,24840
90913,128319
135701,70385
29967,95272
90913,65306
135701,92504
133170,133909
90913,35709
90913,177160
133508,128328
133170,24062
90913,93524
90913,25860
90913,20527
185527,61078
90913,91302
186791,45935
16017,177033
90913,120176
133508,179747
48173,14814
90913,92752
135701,31900
90913,93686
63147,98117
92150,16032
20934,57259
16017,55685
69331,153373
90913,30731
20934,92200
90913,31015
133170,133852
81246,91116
90913,102589
59212,119494
90913,43228
74287,14950
20934,177291
90913,115264
135701,132842
90913,29208
90913,48734
135701,71414
90913,60457
61231,128636
90913,94791
90913,61088
115330,119494
90913,30748
185527,185540
90913,133852
90913,131231
53502,85991
90913,80778
92150,27463
90913,71333
133170,28980
90913,94743
90913,78016
90913,24213
90913,30764
90913,23868
90913,177275
20233,145577
133170,95400
90913,24205
90913,93521
90913,148762
20934,20931
90913,42181
29967,47638
177014,119494
135701,90703
143865,115709
90913,30780
90913,89627
20941,119494
90913,177044
32054,92559
20934,171042
185527,27525
90913,131431
90913,16881
177014,24195
185527,177296
90913,14844
150566,90704
115330,120614
90913,24715
90913,3342
185527,108843
90913,83293
115460,171918
53502,79274
20934,69518
90913,31806
90913,81754
90913,131236
135701,95271
92150,16078
90913,86616
135701,55890
90913,8508
90913,144395
90913,44506
90913,30914
133508,133909
20934,68922
90913,132986
143865,177291
90913,28983
90913,18127
133170,194400
90913,16819
63147,91398
90913,22021
152676,90991
59121,31056
53502,53510
150566,94845
90913,120664
135701,18329
90913,94925
90913,92171
185527,95271
90913,27121
59212,93659
63147,28983
133508,121628
90913,130068
90913,89613
185527,118023
90913,16866
90913,4883
135701,18338
143865,105118
90913,110893
115330,155312
90913,14841
185527,171937
133170,92117
20934,57289
182456,27528
90913,185503
90913,69444
81246,91123
90913,144273
109614,90352
90913,43293
90913,117504
81246,60372
135701,90477
90913,44301
133170,35831
90913,71027
133508,133562
135701,106983
150566,93545
90913,93377
90913,89722
115322,93512
115322,174318
16017,18888
90913,4822
135701,107020
20934,32038
143865,119494
135701,39623
133170,119272
90913,143683
20941,15741
115460,119405
182456,115723
133508,133852
90913,90560
94909,92538
143865,83293
135701,50583
133170,25860
29967,59020
90913,18931
90913,115603
20934,92504
90913,26702
135291,45612
135701,32322
135701,85027
135701,92290
133508,187198
90913,185527
90913,60461
143865,90956
90913,39417
90913,80824
20934,85744
143865,93512
90913,90532
133170,92305
90913,30843
152487,16656
115460,78016
81246,30866
90913,94889
69331,90348
131202,94038
133508,133716
133508,119405
182302,94202
90913,187103
151959,141702
32430,57270
145576,172240
32430,155272
32430,191915
32430,92504
14846,96398
31343,120168
32430,57225
107021,18230
32430,57349
107021,90703
32430,31897
31343,141702
145576,116303
24212,24195
32430,52799
32430,25837
31343,93686
32430,57084
14846,141702
145576,20234
31343,119426
112919,141702
32430,57289
31343,155312
32430,56848
31343,120614
31343,119494
24212,141702
31343,177044
32430,18572
32430,20934
149031,95271
93560,172028
32430,90532
32430,17887
32430,15741
112919,115615
20940,20920
32430,155312
14846,90913
32430,106495
154058,66867
32430,119494
145576,172237
31343,119452
31343,27121
32430,92072
31343,91381
24212,93512
32430,191976
93560,95323
169685,79199
13407,14711
112919,119494
32430,18917
145576,172239
24212,119494
14846,119494
32430,91221
31343,59186
169685,21667
32430,91398
112919,155312
93761,90453
31343,27049
31343,77785
149031,83293
32430,57259
93560,25560
32430,185488
32430,95271
24212,155312
32430,27904
24212,95271
112919,174318
177122,92189
149031,16100
32430,156768
32430,141702
149031,127441
31343,187080
31343,120727
24212,90913
32430,159851
32430,68426
32430,46075
107021,94869
107021,95270
32430,18127
31343,177296
20940,20941
14846,155312
90947,132807
32430,159714
32430,57176
14846,119796
32430,185503
32430,81759
24212,123912
32430,93428
149031,127075
32430,155407
31343,16868
112919,90913
149031,177267
93560,172023
31343,128328
169685,85856
14846,133022
32430,15834
14846,91116
32430,128328
32430,32038
112919,93512
107021,90562
112919,123912
90947,141702
24212,59066
145576,119494
90386,23246
32430,53718
145576,145577
32430,20920
14846,14845
14846,177296
31343,120827
107021,91642
107021,183713
14846,47620
107021,155312
32430,52804
24212,144466
14846,14839
32430,185497
32430,133752
112919,112946
107021,119494
65327,93686
32430,68435
14846,24066
32430,91285
56301,86090
31343,60370
32430,170147
24212,24040
32430,92063
149031,32222
90947,155312
32430,191805
34975,14332
32430,15698
169685,154102
32430,103076
112919,24195
58684,92115
92440,173949
21474,18946
31343,24840
34975,90560
30632,91116
32430,15712
32430,57344
98897,120727
97847,103076
125991,16078
119897,120168
45826,27543
112919,30866
93761,86546
107021,95271
32430,177291
32430,98117
24212,174318
32430,18329
107021,32322
32430,18006
14846,55685
93248,161503
32430,177287
32430,185525
31343,120176
32430,52108
32430,192030
93761,91330
177122,145019
32430,42187
24212,24066
32430,106425
93761,89728
31343,187184
31343,43231
31343,42911
32430,57350
45826,168488
145576,16814
19831,94025
32430,121628
14846,119405
107021,18329
32430,63635
32430,86060
45826,16656
149031,31864
32430,32037
177122,171929
14846,128328
30632,141702
32430,133861
107021,177288
24212,15712
32430,159854
90947,98829
14846,175167
32430,84976
14846,27525
32430,3336
21474,14819
107021,6051
65327,119494
112919,61087
124722,59194
32430,29749
32430,57353
112919,67846
31343,16617
107021,160140
93248,93902
56301,56304
177122,144979
107021,177289
